candidate_patch_id,scene_or_item_id,scene_date,band_name,stat_name,stat_value
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,mean,2531.2261
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,min,338.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,max,12328.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,valid_pixel_count,9900
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,mean,2426.5998
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,min,217.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,max,11776.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,valid_pixel_count,9900
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,mean,3043.1726
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,min,418.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,max,11344.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,valid_pixel_count,9900
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,mean,2649.6408
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,min,600.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,max,8550.0000
S17C6_CANARY_REC_00004,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,valid_pixel_count,9900
