candidate_patch_id,scene_or_item_id,scene_date,band_name,stat_name,stat_value
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,mean,4076.0228
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,min,314.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,max,11808.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B03,valid_pixel_count,9900
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,mean,3943.3803
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,min,206.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,max,11512.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B04,valid_pixel_count,9900
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,mean,4427.0092
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,min,695.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,max,11032.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B08,valid_pixel_count,9900
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,mean,3665.4326
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,min,603.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,max,7993.0000
S17C6_CANARY_REC_00005,S2B_MSIL1C_20220512T124319_N0510_R009_T25MBM_20240619T112653.SAFE,2022-05-12,B11,valid_pixel_count,9900
