candidate_patch_id,scene_or_item_id,scene_date,band_name,stat_name,stat_value
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B03,mean,3959.1602
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B03,min,1578.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B03,max,6260.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B03,valid_pixel_count,9900
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B04,mean,3711.4604
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B04,min,1516.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B04,max,5868.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B04,valid_pixel_count,9900
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B08,mean,4349.2816
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B08,min,2150.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B08,max,6268.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B08,valid_pixel_count,9900
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B11,mean,3217.9619
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B11,min,1828.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B11,max,4475.0000
S17C6_CANARY_REC_00001,S2A_MSIL1C_20220507T124321_N0510_R009_T25MBM_20240616T215545.SAFE,2022-05-07,B11,valid_pixel_count,9900
