overlay_blocker_id,event_id,coordinate_candidate_id,asset_id,candidate_status,can_execute_overlay_now,no_overlay_executed,overlay_preflight_status,blocking_reason,ground_truth_operational,can_create_ground_reference,can_create_training_label,notes
OB_v1ut_00000,REC_2022_05_24_30,CC_v1ut_00000,054f05a9-a113-47e0-a46f-720e4828eaf2,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00001,REC_2022_05_24_30,CC_v1ut_00001,08275679-ce74-4aac-82d9-34a5fc823839,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00002,REC_2022_05_24_30,CC_v1ut_00002,1ba72563-ff6c-4704-9675-cff6cfc5e8b0,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00003,REC_2022_05_24_30,CC_v1ut_00003,1c9feb5e-38ad-4235-b3d2-771964c59c46,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00004,REC_2022_05_24_30,CC_v1ut_00004,24adb60a-9fb2-4f55-b1d5-808729f5f28e,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00005,REC_2022_05_24_30,CC_v1ut_00005,35566d21-a428-4595-89dc-eb405380b33e,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00006,REC_2022_05_24_30,CC_v1ut_00006,42b2d034-37fb-46ea-8996-e4e26e52de0c,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00007,REC_2022_05_24_30,CC_v1ut_00007,529e344f-85bf-4e66-9006-11812c45f65b,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00008,REC_2022_05_24_30,CC_v1ut_00008,64cc8ab3-bd69-4629-b145-74552fe31e1c,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
OB_v1ut_00009,REC_2022_05_24_30,CC_v1ut_00009,75344435-aca8-4aef-ab2c-9521d6e5ff18,NO_RECIFE_COORDINATE_CANDIDATE_CONTEXT_ONLY,false,true,BLOCKED_NO_COORDINATE_CANDIDATE,no_coordinate_candidate_for_overlay_preflight,false,false,false,Overlay preflight blocker only; no spatial operation executed in v1ut.
