artifact_id,artifact_path,artifact_type,protocol_version,sha256_prefix,file_size_bytes,is_versionable,reason
MAN_v2ae_0000,configs/protocolo_c/v2ae_canonical_registry_policy.yaml,yaml,v2ae,403cdc1ccf26b71b,211,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0001,configs/protocolo_c/v2ae_region_status_policy.yaml,yaml,v2ae,638dff8e2372098e,185,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0002,configs/protocolo_c/v2ae_blocker_consolidation_policy.yaml,yaml,v2ae,430cd30b5e0b4d0b,134,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0003,configs/protocolo_c/v2ae_reopen_condition_policy.yaml,yaml,v2ae,1ddaf54c873b01c9,162,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0004,configs/protocolo_c/v2ae_safe_use_policy.yaml,yaml,v2ae,47570eab80b76196,254,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0005,configs/protocolo_c/v2ae_next_programming_target_policy.yaml,yaml,v2ae,14d807314bcfbb11,190,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0006,datasets/protocolo_c/v2ae_canonical_region_registry.csv,csv,v2ae,b9370c5f42e862fd,1428,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0007,datasets/protocolo_c/v2ae_canonical_event_registry.csv,csv,v2ae,1e08e9b134731a9e,1593,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0008,datasets/protocolo_c/v2ae_canonical_event_patch_registry.csv,csv,v2ae,6371e97597f9e193,81103,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0009,datasets/protocolo_c/v2ae_multiregion_blocker_consolidation.csv,csv,v2ae,36a1e3839f59280f,3025,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0010,datasets/protocolo_c/v2ae_multiregion_readiness_consolidation.csv,csv,v2ae,6e01a513bb5eb17b,188224,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0011,datasets/protocolo_c/v2ae_region_reopen_condition_registry.csv,csv,v2ae,5569ba99c95cb2db,1554,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0012,datasets/protocolo_c/v2ae_safe_use_policy_registry.csv,csv,v2ae,6449fbbbcd873c90,1986,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0013,datasets/protocolo_c/v2ae_registry_consistency_qa.csv,csv,v2ae,9f612ce9556798cb,814,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0014,datasets/protocolo_c/v2ae_next_programming_target_ranker.csv,csv,v2ae,563d8b4717657469,1371,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0015,datasets/protocolo_c/v2ae_ground_reference_blocker_matrix.csv,csv,v2ae,0394c9a39f14c465,5875,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0016,datasets/protocolo_c/v2ae_next_actions_registry.csv,csv,v2ae,7096b06b65a64b4f,371,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0017,docs/metodologia_cientifica/protocolo_c_v2ae_multiregion_registry_hardening.md,md,v2ae,eba8b0baee7ba737,955,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0018,docs/metodologia_cientifica/protocolo_c_relatorio_v2ae_multiregion_registry_hardening.md,md,v2ae,1f5e6324b9a94488,3249,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2ae_0019,docs/metodologia_cientifica/protocolo_c_status_atual_v2ae.md,md,v2ae,b2d0a87f2d568a61,648,true,"v2ae canonical registry artifact; no raw data, no private path, no inferred date or crosswalk."
