asset_id,patch_id,region,sensor,platform,scene_id,acquisition_datetime,cloud_cover,tile_id,asset_kind,is_visual_render,is_npz_visual,is_dinov2_embedding,is_native_sentinel_raster,source_path,source_file,metadata_status,notes
92505e20b69dd028,CUR_00038,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
a876d490e5812896,CUR_00249,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
c61f82fb1021cbfb,CUR_00350,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
31f6daa6af24b8c6,CUR_00357,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
f3fa8cabe2db7f58,CUR_00367,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
72334dc260eeeaf5,CUR_00402,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
b64b02ca9c474f84,CUR_00409,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
3d3ea9ef96771937,CUR_00410,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
dd1f4a04bb7cb6ed,CUR_00413,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
1bc68ee41a5b4b8a,CUR_00416,Curitiba,UNKNOWN,UNKNOWN,,,,,sentinel_lineage_reference,false,false,false,false,asset_path_reference_local_only,outputs_public/mv2_lineage/asset_scene_lineage_manifest.csv,MISSING_DATE,origin=READ_ONLY_FROM_OTHER_BRANCH:marco/mv2-12-reconstrucao-espectral-sentinel-baseline;raster_readable=False;lineage_status=SPATIAL_ONLY
