product_candidate_id,source_id,region,source_family,parent_url,candidate_url,candidate_label,candidate_extension,candidate_product_type,relation_to_event,requires_manual_review,download_allowed,license_status,discovery_status,blocking_reason,allowed_claim,forbidden_claim
PROD_v2cy_0001,REAL_v2cs_CHARTER_751_PETROPOLIS,Petropolis,INTERNATIONAL_CHARTER,https://disasterscharter.org/activations/flood-flash-in-brazil-activation-751-,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0002,REAL_v2cs_CHARTER_758_PERNAMBUCO_RECIFE,Recife,INTERNATIONAL_CHARTER,https://disasterscharter.org/activations/landslide-in-brazil-activation-758-,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0003,REAL_v2cs_COPERNICUS_EMS_ON_DEMAND,MULTI_REGION,COPERNICUS_EMS,https://mapping.emergency.copernicus.eu/,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0004,REAL_v2cs_COPERNICUS_GFM,MULTI_REGION,COPERNICUS_GFM,https://global-flood.emergency.copernicus.eu/react/technical-information/glofas-gfm/,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0005,REAL_v2cs_SGB_CPRM_PREVENCAO_DESASTRES,MULTI_REGION,SGB_CPRM,https://geoportal.sgb.gov.br/desastres/,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0006,REAL_v2cs_DRM_RJ_CARTA_RISCO_PETROPOLIS,Petropolis,DRM_RJ,https://dadosabertos.rj.gov.br/dataset/carta-de-risco-petropolis,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0007,REAL_v2cs_CURITIBA_DADOS_ABERTOS_IPPUC,Curitiba,CURITIBA_IPPUC,https://dadosabertos.curitiba.pr.gov.br/,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0008,SYNC_v2cu_CHARTER_751_PETROPOLIS,Petropolis,INTERNATIONAL_CHARTER,https://disasterscharter.org/activations/flood-flash-in-brazil-activation-751-,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0009,SYNC_v2cu_CHARTER_758_PERNAMBUCO_RECIFE,Recife,INTERNATIONAL_CHARTER,https://disasterscharter.org/activations/landslide-in-brazil-activation-758-,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
PROD_v2cy_0010,SYNC_v2cu_COPERNICUS_EMS_ON_DEMAND,MULTI_REGION,COPERNICUS_EMS,,,,,,NOT_EVALUATED_OFFLINE,true,false,UNKNOWN,DISCOVERY_BLOCKED_OFFLINE,NETWORK_DISABLED_NO_LOCAL_HTML,"Uso permitido apenas como prontidao cientifica review-only; nao fecha TP2, TP3, treino ou validacao operacional.",ground_truth_operacional|label_binario|negativo_formal|dataset_treino|claim_deteccao|claim_predicao|intersecao_observada_automatica
