candidate_patch_id,scene_or_item_id,band_name,stat_name,stat_value
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B03,mean,2244.5569
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B03,min,359.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B03,max,6392.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B03,valid_pixel_count,9900
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B04,mean,2045.0295
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B04,min,118.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B04,max,5980.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B04,valid_pixel_count,9900
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B08,mean,4024.9501
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B08,min,1724.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B08,max,6784.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B08,valid_pixel_count,9900
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B11,mean,2999.7264
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B11,min,1295.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B11,max,5833.0000
S17C6_CANARY_REC_00002,S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,B11,valid_pixel_count,9900
